,release_date,track_id,track_name,track_rating,artist_id,artist_name,album_id,album_name,genre,lyrics
145,2019-09-27,185220915,BOP,87,50389720,DaBaby,35275476,KIRK,Hip Hop/Rap,"You know everybody been waiting on that Baby, man
I mean, it's like ever since Baby on Baby dropped
Man, like, you know (Ever since Baby on Baby dropped)
Ain't nobody drop shit (Oh Lord, Jetson made another one)
Let's go, hah

I needed some shit with some bop in it (Let's go)
I flew past the whip with that blunt in my mouth
Watch the swervin', that whip had a cop in it (Woo)
My bitch got good pussy, fly her 'cross the country
I finish the show and I hop in it
I got me a milli', I did it legit-ly
I'm still with the shits, I'm a hot nigga (Hot)

Oh, you asking for pictures with niggas? (Huh?)
What's your name? Get the fuck out the spot, nigga (Get the fuck)
Tryna figure which deal I'ma take (Uh-huh)
I woke up, couple mil' on my plate (Let's eat)
I'm investing in real and estate (Uh-huh)
I just went gave my mama a hundred (A hundred)
Probably won't hear me open my mouth 'less you
Hearin' me talkin' 'bout finding some money (Let's go)

As soon as I found it, I flipped that (Flip)
I'm a little bit different, they get it (They dig)
Know I'm stiff on a bitch and she dig it
Tryna find out why Baby ain't all in her mentions (Hah)
No, she ain't get no DM from me (Bitch)
...

******* This Lyrics is NOT for Commercial use *******"
146,2020-01-10,193261923,Lose You to Love Me,90,33491699,Selena Gomez,36935310,Rare (Bonus Track Version),Pop,"You promised the world and I fell for it
I put you first and you adored it
Set fires to my forest
And you let it burn
Sang off-key in my chorus
'Cause it wasn't yours

I saw the signs and I ignored it
Rose-colored glasses all distorted
Set fire to my purpose
And I let it burn
You got off on the hurtin'
When it wasn't yours, yeah

We'd always go into it blindly
I needed to lose you to find me
This dancing was killing me softly
I needed to hate you to love me, yeah

To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me, yeah
To love, love, yeah
...

******* This Lyrics is NOT for Commercial use *******"
147,2019-04-17,193692162,Good as Hell,94,51640288,Lizzo,37055845,Cuz I Love You (Super Deluxe),Gospel,"I do my hair toss, check my nails
Baby how you feeling? (Feeling good as hell)
Hair toss, check my nails
Baby how you feeling? (Feeling good as hell)

Woo child, tired of the bullshit
Go on dust your shoulders off, keep it moving
Yes, Lord, tryna get some new shit
In there, swimwear, going-to-the-pool shit
Come now, come dry your eyes
You know you a star, you can touch the sky
I know that it's hard but you have to try
If you need advice, let me simplify

If he don't love you anymore
Just walk your fine ass out the door

I do my hair toss, check my nails
...

******* This Lyrics is NOT for Commercial use *******"
148,2020-05-01,196287125,Toosie Slide,78,55458656,Drake,37930447,Dark Lane Demo Tapes,Hip Hop/Rap,"Black leather glove, no sequins
Buckles on the jacket, it's Alyx shit
Nike crossbody, got a piece in it
Got a dance, but it's really on some street shit
I'ma show you how to get it

It go right foot up, left foot, slide
Left foot up, right foot, slide
Basically, I'm sayin' either way, we 'bout to slide, ayy
Can't let this one slide, ayy

Don't you wanna dance with me? No?
I could dance like Michael Jackson
I could give you thug passion
It's a Thriller in the trap where we from

Baby, don't you wanna dance with me? No?
I could dance like Michael Jackson
I could give you satisfaction
And you know we out here every day with it
I'ma show you how to get it

It go right foot up, left foot, slide
Left foot up, right foot, slide
Basically, I'm sayin', either way, we 'bout to slide, ayy
Can't let this one slide, ayy (Who's bad?)

2,000 shawties wanna tie the knot, ayy, yeah
200 shooters on my brother's block, whoa, yeah
Petal off a rose like I love her not, maybe not
...

******* This Lyrics is NOT for Commercial use *******"
149,2020-03-27,194285006,Break My Heart,91,33491593,Dua Lipa,37245037,Future Nostalgia,Pop,"I've always been the one to say the first goodbye
Had to love and lose a hundred million times
Had to get it wrong to know just what I like
Now I'm falling

You say my name like I have never heard before
I'm indecisive, but this time, I know for sure
I hope I'm not the only one that feels it all
Are you falling?

Centre of attention
You know you can get whatever you want from me
Whenever you want it, baby
It's you in my reflection
I'm afraid of all the things it could do to me
If I would've known it, baby

I would've stayed at home
'Cause I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?

Oh no, I was doing better alone
...

******* This Lyrics is NOT for Commercial use *******"
150,2018-04-27,148793484,Chasin' You,91,27082035,Morgan Wallen,28650479,If I Know Me,Contemporary Country,"We used to chase that Chattanooga fray
Couple a kids in a Chevrolet
Catch a little air when we cross the tracks
Sipping on something from a paper sack
You hang your shirt on that maple lamp
Slipping through the moon to the river bend
Wasn't very long I was jumping in, jumping in
I guess I'm still doing now, what I was doing then

Chasing you, like a shot of whiskey
Burning going down, burning going down
Chasing you, like those goodbye taillights
Heading west to anywhere out of this no where town

Chasing that freedom, chasing that feeling that got gone too soon
Chasing that you and me, I only see in my rear view
...

******* This Lyrics is NOT for Commercial use *******"
151,2020-11-20,205918144,Dynamite,92,49252140,BTS,41125922,BE,Pop,"'Cause I, I, I'm in the stars tonight
So, watch me bring the fire, and set the night alight

Your shoes on, get up in the morn'
Cup of milk, let's rock 'n' roll
King Kong, kick the drum
Rolling on like a Rolling Stone
Sing-song when I'm walking home
Jump up to the top, LeBron
Ding-dong, call me on my phone
Ice tea and a game of ping pong

This is getting heavy, can you hear the bass boom? I'm ready (woo-hoo)
Life is sweet as honey, yeah, this beat cha-ching like money, huh
Disco overload, I'm into that, I'm good to go
I'm diamond, you know I glow up
Hey, so let's go

'Cause I, I, I'm in the stars tonight
So watch me bring the fire, and set the night alight (hey)
Shining through the city with a little funk and soul
So I'ma light it up like dynamite, whoa-oh-oh

...

******* This Lyrics is NOT for Commercial use *******"
152,2020-02-28,193256656,Woah,78,41921223,Lil Baby,36933595,My Turn,Hip Hop/Rap,"New car very noisy
Come through and it's roarin'
Yeah, yeah
You know how I'm comin'
You know how I'm comin'

Bend her over, then I murk her
Call Gunna if you want you a Birkin
Oh, Baby, you be lyin' in your verses
I be hearin', say you buyin' 'em purses
I can't even lie, you ain't my type
You ain't even all that fine in person
I can guarantee you if you my kind
She got every bag you can imagine
Big house, I can really be braggin'
Hundred thousand in my mouth like, what's happenin'?
Not the big cheap teeth, that's embarrasin'
He ain't me, you can keep the comparisons

My bitch probably one of the baddest
Good girl, turned her into a savage
Dispatch, got a problem in traffic
We came through in matching G-Wagons
Low-key, I've been keeping it classy
Could be really out here doin' 'em nasty

Niggas couldn't even see me in last year
Just started and them niggas in last gear
I ain't even try to and I passed 'em
...

******* This Lyrics is NOT for Commercial use *******"
153,2019-10-04,185417750,HIGHEST IN THE ROOM,83,14382416,Travis Scott,35316939,HIGHEST IN THE ROOM,Hip Hop/Rap,"I got room
In my fumes (yeah!)
She fill my mind up with ideas
I'm the highest in the room (it's lit!)
Hope I make it outta here (let's go!)

She saw my eyes, she know I'm gone (ah)
I see some things that you might fear
""I'm doing a show, I'll be back soon"" (soon)
That ain't what she wanna hear (nah)

Now I got her in my room (ah)
Legs wrapped around my beard
Got the fastest car, it zoom (skrrt)
Hope we make it outta here (ah)

When I'm with you, I feel alive (ooh)
You say you love me, don't you lie (ooh, yeah)
Won't cross my heart, don't wanna die
...

******* This Lyrics is NOT for Commercial use *******"
154,2019-03-29,164504273,bad guy,91,29247465,Billie Eilish,31281848,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Electronic,"White shirt now red, my bloody nose
Sleepin', you're on your tippy toes
Creepin' around like no one knows
Think you're so criminal

Bruises on both my knees for you
Don't say thank you or please
I do what I want when I'm wanting to
My soul, so cynical

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy
Duh
...

******* This Lyrics is NOT for Commercial use *******"
155,2019-06-14,181002782,Heart On Ice,88,35828519,Rod Wave,34231965,PTSD,Hip Hop/Rap,"SpeakerBangerz

Look
Heart been broke so many times
I don't know what to believe
Mama say it's my fault, it's my fault I wear my heart on my sleeve
Think it's best I put my heart on ice, heart on ice
'Cause I can't breathe
I'ma put my heart on ice, heart on ice
It's gettin' the best of me

While in the cell with Lil' Wakeem, after I slapped him I had told him
...

******* This Lyrics is NOT for Commercial use *******"
156,2019-09-26,184924898,Trampoline (with ZAYN),80,40254672,SHAED feat. ZAYN,35178805,Trampoline (with ZAYN),Rock,"Dreams, dreams, dreams

I've been havin' dreams
Jumpin' on a trampoline
Flippin' in the air
I never land, just float there
As I'm lookin' up (as I'm lookin' up)
Suddenly, the sky erupts (sky erupts)
Flames alight the trees
Spread to fallin' leaves
Now they're right upon me

Wait, if I'm on fire
How am I so deep in love?
When I dream of dying
I never feel so loved

I've been havin' dreams
...

******* This Lyrics is NOT for Commercial use *******"
157,2019-04-17,193692160,Truth Hurts,90,51640288,Lizzo,37055845,Cuz I Love You (Super Deluxe),Pop,"Why men great 'til they gotta be great?
Wooh

I just took a DNA test, turns out I'm 100% that bitch
Even when I'm crying crazy
Yeah, I got boy problems, that's the human in me
Bling bling, then I solve 'em, that's the goddess in me
You coulda had a bad bitch, non-committal
Help you with your career, just a little
You're supposed to hold me down
But you're holding me back
And that's the sound of me not calling you back

Why men great 'til they gotta be great?
Don't text me, tell it straight to my face
Best friend sat me down in the salon chair
Shampoo press, get you out of my hair
Fresh photos with the bomb lighting
New man on the Minnesota Vikings
Truth hurts, needed something more exciting
Bom bom bi bom bi dum dum, ay

...

******* This Lyrics is NOT for Commercial use *******"
